city;state
Molina de Aragón;Guadalajara
Molina de Segura;Murcia
Molinaseca;León
Molinicos;Albacete
Molinillo;Salamanca
Molinos;Teruel
Molinos de Duero;Soria
Molinos, Los;Madrid
Molins de Rei;Barcelona
Molledo;Cantabria
Mollerussa;Lleida
Mollet de Peralada;Girona
Mollet del Vallès;Barcelona
Mollina;Málaga
Molló;Girona
Molsosa, La;Lleida
Molvízar;Granada
Mombeltrán;Ávila
Momblona;Soria
Mombuey;Zamora
Monachil;Granada
Monasterio;Guadalajara
Monasterio de la Sierra;Burgos
Monasterio de Rodilla;Burgos
Monasterio de Vega;Valladolid
Moncada;Valencia
Moncalvillo;Burgos
Moncofa;Castellón
Monda;Málaga
Mondariz;Pontevedra
Mondariz-Balneario;Pontevedra
Mondéjar;Guadalajara
Mondoñedo;Lugo
Monegrillo;Zaragoza
Monesma y Cajigar;Huesca
Monesterio;Badajoz
Moneva;Zaragoza
Monfarracinos;Zamora
Monfero;A Coruña
Monflorite-Lascasas;Huesca
Monforte de la Sierra;Salamanca
Monforte de Lemos;Lugo
Monforte de Moyuela;Teruel
Monforte del Cid;Alicante
Monistrol de Calders;Barcelona
Monistrol de Montserrat;Barcelona
Monleón;Salamanca
Monleras;Salamanca
Monóvar/Monòver;Alicante
Monreal;Navarra
Monreal de Ariza;Zaragoza
Monreal del Campo;Teruel
Monreal del Llano;Cuenca
Monroy;Cáceres
Monroyo;Teruel
Monsagro;Salamanca
Monsalupe;Ávila
Montagut i Oix;Girona
Montalbán;Teruel
Montalbán de Córdoba;Córdoba
Montalbanejo;Cuenca
Montalbo;Cuenca
Montalvos;Albacete
Montamarta;Zamora
Montán;Castellón
Montánchez;Cáceres
Montanejos;Castellón
Montanuy;Huesca
Montarrón;Guadalajara
Montaverner;Valencia
Montblanc;Tarragona
Montbrió del Camp;Tarragona
Montcada i Reixac;Barcelona
Montclar;Barcelona
Monteagudo;Navarra
Monteagudo de las Salinas;Cuenca
Monteagudo de las Vicarías;Soria
Monteagudo del Castillo;Teruel
Montealegre de Campos;Valladolid
Montealegre del Castillo;Albacete
Montearagón;Toledo
Montederramo;Ourense
Montefrío;Granada
Montehermoso;Cáceres
Montejaque;Málaga
Montejícar;Granada
Montejo;Salamanca
Montejo de Arévalo;Segovia
Montejo de la Sierra;Madrid
Montejo de la Vega de la Serrezuela;Segovia
Montejo de Tiermes;Soria
Montellà i Martinet;Lleida
Montellano;Sevilla
Montemayor;Córdoba
Montemayor de Pililla;Valladolid
Montemayor del Río;Salamanca
Montemolín;Badajoz
Montenegro de Cameros;Soria
Monterde;Zaragoza
Monterde de Albarracín;Teruel
Monterrei;Ourense
Monterroso;Lugo
Monterrubio;Segovia
Monterrubio de Armuña;Salamanca
Monterrubio de la Demanda;Burgos
Monterrubio de la Serena;Badajoz
Monterrubio de la Sierra;Salamanca
Montesa;Valencia
Montesclaros;Toledo
Montesinos, Los;Alicante
Montesquiu;Barcelona
Montferrer i Castellbò;Lleida
Montferri;Tarragona
Montgai;Lleida
Montgat;Barcelona
Montiel;Ciudad Real
Montijo;Badajoz
Montilla;Córdoba
Montillana;Granada
Montitxelvo/Montichelvo;Valencia
Montizón;Jaén
Montmajor;Barcelona
Montmaneu;Barcelona
Montmell, El;Tarragona
Montmeló;Barcelona
Montoliu de Lleida;Lleida
Montoliu de Segarra;Lleida
Montón;Zaragoza
Montorio;Burgos
Montornès de Segarra;Lleida
Montornès del Vallès;Barcelona
Montoro;Córdoba
Mont-ral;Tarragona
Mont-ras;Girona
Mont-roig del Camp;Tarragona
Montroy;Valencia
Montseny;Barcelona
Montserrat;Valencia
Montuïri;Islas Baleares
Monturque;Córdoba
Monzón;Huesca
Monzón de Campos;Palencia
Mora;Toledo
Mora de Rubielos;Teruel
Móra d'Ebre;Tarragona
Móra la Nova;Tarragona
Moradillo de Roa;Burgos
Moral de Calatrava;Ciudad Real
Moral de Hornuez;Segovia
Moral de la Reina;Valladolid
Moral de Sayago;Zamora
Moraleda de Zafayona;Granada
Moraleja;Cáceres
Moraleja de Enmedio;Madrid
Moraleja de las Panaderas;Valladolid
Moraleja de Matacabras;Ávila
Moraleja de Sayago;Zamora
Moraleja del Vino;Zamora
Morales de Campos;Valladolid
Morales de Rey;Zamora
Morales de Toro;Zamora
Morales de Valverde;Zamora
Morales del Vino;Zamora
Moralina;Zamora
Moralzarzal;Madrid
Moraña;Pontevedra
Morasverdes;Salamanca
Morata de Jalón;Zaragoza
Morata de Jiloca;Zaragoza
Morata de Tajuña;Madrid
Moratalla;Murcia
Moratilla de los Meleros;Guadalajara
Moratinos;Palencia
Morcillo;Cáceres
Morcín;Asturias
Moreda de Álava;Álava
Morelábor;Granada
Morell, El;Tarragona
Morella;Castellón
Morenilla;Guadalajara
Morentin;Navarra
Morera de Montsant, La;Tarragona
Morera, La;Badajoz
Moreruela de los Infanzones;Zamora
Moreruela de Tábara;Zamora
Morés;Zaragoza
Morga;Vizcaya
Moriles;Córdoba
Morille;Salamanca
Moríñigo;Salamanca
Moriscos;Salamanca
Morón de Almazán;Soria
Morón de la Frontera;Sevilla
Moronta;Salamanca
Moros;Zaragoza
Mos;Pontevedra
Moscardón;Teruel
Mosqueruela;Teruel
Móstoles;Madrid
Mota de Altarejos;Cuenca
Mota del Cuervo;Cuenca
Mota del Marqués;Valladolid
Motilla del Palancar;Cuenca
Motilleja;Albacete
Motril;Granada
Moya;Cuenca
Moya;Las Palmas
Moyuela;Zaragoza
Mozárbez;Salamanca
Mozoncillo;Segovia
Mozota;Zaragoza
Mucientes;Valladolid
Mudá;Palencia
Mudarra, La;Valladolid
Muduex;Guadalajara
Muel;Zaragoza
Muela, La;Zaragoza
Muelas de los Caballeros;Zamora
Muelas del Pan;Zamora
Mues;Navarra
Muga de Sayago;Zamora
Mugardos;A Coruña
Muíños;Ourense
Mula;Murcia
Mundaka;Vizcaya
Munébrega;Zaragoza
Munera;Albacete
Mungia;Vizcaya
Muniesa;Teruel
Munilla;La Rioja
Munitibar-Arbatzegi Gerrikaitz;Vizcaya
Muntanyola;Barcelona
Muñana;Ávila
Muñico;Ávila
Muñogalindo;Ávila
Muñogrande;Ávila
Muñomer del Peco;Ávila
Muñopedro;Segovia
Muñopepe;Ávila
Muñosancho;Ávila
Muñotello;Ávila
Muñoveros;Segovia
Mura;Barcelona
Muras;Lugo
Murchante;Navarra
Murcia;Murcia
Murero;Zaragoza
Murias de Paredes;León
Muriel;Valladolid
Muriel de la Fuente;Soria
Muriel Viejo;Soria
Murieta;Navarra
Murillo de Gállego;Zaragoza
Murillo de Río Leza;La Rioja
Murillo el Cuende;Navarra
Murillo el Fruto;Navarra
Murla;Alicante
Muro;Islas Baleares
Muro de Aguas;La Rioja
Muro de Alcoy;Alicante
Muro en Cameros;La Rioja
Muros;A Coruña
Muros de Nalón;Asturias
Murtas;Granada
Murueta;Vizcaya
Muruzábal;Navarra
Museros;Valencia
Muskiz;Vizcaya
Mutiloa;Gipuzkoa
Mutriku;Gipuzkoa
Mutxamel;Alicante
Muxía;A Coruña
Muxika;Vizcaya
Nabarniz;Vizcaya
Nacimiento;Almería
Nafría de Ucero;Soria
Nájera;La Rioja
Nalda;La Rioja
Nalec;Lleida
Nambroca;Toledo
Náquera;Valencia
Narboneta;Cuenca
Narón;A Coruña
Narrillos del Álamo;Ávila
Narrillos del Rebollar;Ávila
Narros;Soria
Narros de Matalayegua;Salamanca
Narros de Saldueña;Ávila
Narros del Castillo;Ávila
Narros del Puerto;Ávila
Naut Aran;Lleida
Nava;Asturias
Nava de Arévalo;Ávila
Nava de Béjar;Salamanca
Nava de Francia;Salamanca
Nava de la Asunción;Segovia
Nava de Ricomalillo, La;Toledo
Nava de Roa;Burgos
Nava de Santiago, La;Badajoz
Nava de Sotrobal;Salamanca
Nava del Barco;Ávila
Nava del Rey;Valladolid
Nava, La;Huelva
Navacarros;Salamanca
Navacepedilla de Corneja;Ávila
Navacerrada;Madrid
Navaconcejo;Cáceres
Navadijos;Ávila
Navaescurial;Ávila
Navafría;Segovia
Navahermosa;Toledo
Navahondilla;Ávila
Navajas;Castellón
Navajún;La Rioja
Naval;Huesca
Navalacruz;Ávila
Navalafuente;Madrid
Navalagamella;Madrid
Navalcán;Toledo
Navalcarnero;Madrid
Navaleno;Soria
Navales;Salamanca
Navalilla;Segovia
Navalmanzano;Segovia
Navalmoral;Ávila
Navalmoral de Béjar;Salamanca
Navalmoral de la Mata;Cáceres
Navalmoralejo;Toledo
Navalmorales, Los;Toledo
Navalonguilla;Ávila
Navalosa;Ávila
Navalperal de Pinares;Ávila
Navalperal de Tormes;Ávila
Navalpino;Ciudad Real
Navalucillos, Los;Toledo
Navaluenga;Ávila
Navalvillar de Ibor;Cáceres
Navalvillar de Pela;Badajoz
Navamorales;Salamanca
Navamorcuende;Toledo
Navaquesera;Ávila
Navarcles;Barcelona
Navardún;Zaragoza
Navares de Ayuso;Segovia
Navares de Enmedio;Segovia
Navares de las Cuevas;Segovia
Navaridas;Álava
Navarredonda de Gredos;Ávila
Navarredonda de la Rinconada;Salamanca
Navarredonda y San Mamés;Madrid
Navarredondilla;Ávila
Navarrés;Valencia
Navarrete;La Rioja
Navarrevisca;Ávila
Navàs;Barcelona
Navas de Bureba;Burgos
Navas de Estena;Ciudad Real
Navas de Jadraque, Las;Guadalajara
Navas de Jorquera;Albacete
Navas de la Concepción, Las;Sevilla
Navas de Oro;Segovia
Navas de Riofrío;Segovia
Navas de San Antonio;Segovia
Navas de San Juan;Jaén
Navas del Madroño;Cáceres
Navas del Marqués, Las;Ávila
Navas del Rey;Madrid
Navascués;Navarra
Navasfrías;Salamanca
Navata;Girona
Navatalgordo;Ávila
Navatejares;Ávila
Navès;Lleida
Navezuelas;Cáceres
Navia;Asturias
Navia de Suarna;Lugo
Navianos de Valverde;Zamora
Nazar;Navarra
Nebreda;Burgos
Neda;A Coruña
Negredo;Guadalajara
Negreira;A Coruña
Negrilla de Palencia;Salamanca
Negueira de Muñiz;Lugo
Neila;Burgos
Neila de San Miguel;Ávila
Nepas;Soria
Nerja;Málaga
Nerpio;Albacete
Nerva;Huelva
Nestares;La Rioja
Nevada;Granada
Neves, As;Pontevedra
Niebla;Huelva
Nieva;Segovia
Nieva de Cameros;La Rioja
Nigrán;Pontevedra
Nigüelas;Granada
Nigüella;Zaragoza
Niharra;Ávila
Níjar;Almería
Nívar;Granada
Noáin (Valle de Elorz)/Noain (Elortzibar);Navarra
Noalejo;Jaén
Noblejas;Toledo
Noceda del Bierzo;León
Noez;Toledo
Nogais, As;Lugo
Nogal de las Huertas;Palencia
Nogales;Badajoz
Nogueira de Ramuín;Ourense
Noguera de Albarracín;Teruel
Nogueras;Teruel
Nogueruelas;Teruel
Noia;A Coruña
Noja;Cantabria
Nolay;Soria
Nombela;Toledo
Nombrevilla;Zaragoza
Nonaspe;Zaragoza
Noreña;Asturias
Nou de Berguedà, La;Barcelona
Nou de Gaià, La;Tarragona
Novales;Huesca
Novallas;Zaragoza
Novelda;Alicante
Novelé/Novetlè;Valencia
Novés;Toledo
Noviercas;Soria
Novillas;Zaragoza
Nucia, la;Alicante
Nueno;Huesca
Nueva Carteya;Córdoba
Nueva Villa de las Torres;Valladolid
Nuévalos;Zaragoza
Nuevo Baztán;Madrid
Nuez de Ebro;Zaragoza
Nules;Castellón
Nulles;Tarragona
Numancia de la Sagra;Toledo
Nuño Gómez;Toledo
Nuñomoral;Cáceres
Obanos;Navarra
Obejo;Córdoba
Obón;Teruel
Ocaña;Toledo
Ocentejo;Guadalajara
Ochagavía/Otsagabia;Navarra
Ochánduri;La Rioja
Oco;Navarra
Ocón;La Rioja
Odèn;Lleida
Òdena;Barcelona
Odieta;Navarra
Odón;Teruel
Oencia;León
Ogassa;Girona
Ogíjares;Granada
Ohanes;Almería
Oia;Pontevedra
Oiartzun;Gipuzkoa
Oímbra;Ourense
Oitz;Navarra
Ojacastro;La Rioja
Ojén;Málaga
Ojós;Murcia
Ojos Negros;Teruel
Ojos-Albos;Ávila
Okondo;Álava
Olaberria;Gipuzkoa
Olaibar;Navarra
Olazti/Olazagutía;Navarra
Olba;Teruel
Olea de Boedo;Palencia
Oleiros;A Coruña
Olejua;Navarra
Olèrdola;Barcelona
Olesa de Bonesvalls;Barcelona
Olesa de Montserrat;Barcelona
Oliana;Lleida
Olías del Rey;Toledo
Oliete;Teruel
Oliola;Lleida
Olite/Erriberri;Navarra
Olius;Lleida
Oliva;Valencia
Oliva de la Frontera;Badajoz
Oliva de Mérida;Badajoz
Oliva de Plasencia;Cáceres
Oliva, La;Las Palmas
Olivar, El;Guadalajara
Olivares;Sevilla
Olivares de Duero;Valladolid
Olivares de Júcar;Cuenca
Olivella;Barcelona
Olivenza;Badajoz
Ollauri;La Rioja
Olleria, l';Valencia
Ollo;Navarra
Olmeda de Cobeta;Guadalajara
Olmeda de Jadraque, La;Guadalajara
Olmeda de la Cuesta;Cuenca
Olmeda de las Fuentes;Madrid
Olmeda del Rey;Cuenca
Olmedilla de Alarcón;Cuenca
Olmedilla de Eliz;Cuenca
Olmedillo de Roa;Burgos
Olmedo;Valladolid
Olmedo de Camaces;Salamanca
Olmillos de Castro;Zamora
Olmillos de Muñó;Burgos
Olmos de Esgueva;Valladolid
Olmos de Ojeda;Palencia
Olmos de Peñafiel;Valladolid
Olmos, Los;Teruel
Olocau;Valencia
Olocau del Rey;Castellón
Olombrada;Segovia
Olóriz/Oloritz;Navarra
Olost;Barcelona
Olot;Girona
Oluges, Les;Lleida
Olula de Castro;Almería
Olula del Río;Almería
Olvan;Barcelona
Ólvega;Soria
Olvena;Huesca
Olvera;Cádiz
Olvés;Zaragoza
Omañas, Las;León
Omellons, Els;Lleida
Omells de na Gaia, Els;Lleida
Oncala;Soria
Onda;Castellón
Ondara;Alicante
Ondarroa;Vizcaya
Onil;Alicante
Onís;Asturias
Ontígola;Toledo
Ontinyent;Valencia
Ontiñena;Huesca
Ontur;Albacete
Onzonilla;León
Oña;Burgos
Oñati;Gipuzkoa
Oquillas;Burgos
Orba;Alicante
Orbada, La;Salamanca
Orbaitzeta;Navarra
Orbaneja Riopico;Burgos
Orbara;Navarra
Orbita;Ávila
Orcajo;Zaragoza
Orce;Granada
Orcera;Jaén
Ordes;A Coruña
Ordial, El;Guadalajara
Ordis;Girona
Ordizia;Gipuzkoa
Orea;Guadalajara
Orejana;Segovia
Orellana de la Sierra;Badajoz
Orellana la Vieja;Badajoz
Orendain;Gipuzkoa
Orera;Zaragoza
Orés;Zaragoza
Orexa;Gipuzkoa
Organyà;Lleida
Orgaz;Toledo
Órgiva;Granada
Oria;Almería
Orihuela;Alicante
Orihuela del Tremedal;Teruel
Orio;Gipuzkoa
Orís;Barcelona
Orísoain;Navarra
Oristà;Barcelona
Orkoien;Navarra
Ormaiztegi;Gipuzkoa
Oronz/Orontze;Navarra
Oropesa;Toledo
Oropesa del Mar/Orpesa;Castellón
Oroso;A Coruña
Orotava, La;Sta. Cruz de Tenerife
Oroz-Betelu/Orotz-Betelu;Navarra
Orozko;Vizcaya
Orpí;Barcelona
Orreaga/Roncesvalles;Navarra
Orrios;Teruel
Òrrius;Barcelona
Ortigosa de Cameros;La Rioja
Ortigosa de Pestaño;Segovia
Ortigosa del Monte;Segovia
Ortigueira;A Coruña
Ortuella;Vizcaya
Orusco de Tajuña;Madrid
Orxeta;Alicante
Os de Balaguer;Lleida
Osa de la Vega;Cuenca
Oseja;Zaragoza
Oseja de Sajambre;León
Osera de Ebro;Zaragoza
Oso, El;Ávila
Osor;Girona
Osornillo;Palencia
Osorno la Mayor;Palencia
Ossa de Montiel;Albacete
Osso de Cinca;Huesca
Ossó de Sió;Lleida
Osuna;Sevilla
Oteiza;Navarra
Otero;Toledo
Otero de Bodas;Zamora
Otero de Herreros;Segovia
Otívar;Granada
Otos;Valencia
Otura;Granada
Otxandio;Vizcaya
Ourense;Ourense
Ourol;Lugo
Outeiro de Rei;Lugo
Outes;A Coruña
Oviedo;Asturias
Oyón-Oion;Álava
Oza dos Ríos;A Coruña
Pacs del Penedès;Barcelona
Paderne;A Coruña
Paderne de Allariz;Ourense
Padiernos;Ávila
Padilla de Abajo;Burgos
Padilla de Arriba;Burgos
Padrenda;Ourense
Padrón;A Coruña
Padrones de Bureba;Burgos
Padul;Granada
Padules;Almería
Paiporta;Valencia
Pájara;Las Palmas
Pajarejos;Segovia
Pajares de Adaja;Ávila
Pajares de la Laguna;Salamanca
Pajares de la Lampreana;Zamora
Pajares de los Oteros;León
Pajarón;Cuenca
Pajaroncillo;Cuenca
Palacios de Goda;Ávila
Palacios de la Sierra;Burgos
Palacios de la Valduerna;León
Palacios de Riopisuerga;Burgos
Palacios de Sanabria;Zamora
Palacios del Arzobispo;Salamanca
Palacios del Pan;Zamora
Palacios del Sil;León
Palacios y Villafranca, Los;Sevilla
Palaciosrubios;Salamanca
Palafolls;Barcelona
Palafrugell;Girona
Palamós;Girona
Palanques;Castellón
Palas de Rei;Lugo
Palau d'Anglesola, El;Lleida
Palau de Santa Eulàlia;Girona
Palau-sator;Girona
Palau-saverdera;Girona
Palau-solità i Plegamans;Barcelona
Palazuelo de Vedija;Valladolid
Palazuelos de Eresma;Segovia
Palazuelos de la Sierra;Burgos
Palazuelos de Muñó;Burgos
Palencia;Palencia
Palencia de Negrilla;Salamanca
Palenciana;Córdoba
Palenzuela;Palencia
Pallaresos, Els;Tarragona
Pallejà;Barcelona
Palma;Islas Baleares
Palma de Cervelló, La;Barcelona
Palma de Gandía;Valencia
Palma d'Ebre, La;Tarragona
Palma del Condado, La;Huelva
Palma del Río;Córdoba
Pálmaces de Jadraque;Guadalajara
Palmas de Gran Canaria, Las;Las Palmas
Palmera;Valencia
Palo;Huesca
Palol de Revardit;Girona
Palomar de Arroyos;Teruel
Palomar, el;Valencia
Palomares del Campo;Cuenca
Palomares del Río;Sevilla
Palomas;Badajoz
Palomeque;Toledo
Palomera;Cuenca
Palomero;Cáceres
Palos de la Frontera;Huelva
Pals;Girona
Pampaneira;Granada
Pampliega;Burgos
Pamplona/Iruña;Navarra
Pancorbo;Burgos
Pancrudo;Teruel
Paniza;Zaragoza
Panticosa;Huesca
Pantoja;Toledo
Pantón;Lugo
Papatrigo;Ávila
Papiol, El;Barcelona
Paracuellos;Cuenca
Paracuellos de Jarama;Madrid
Paracuellos de Jiloca;Zaragoza
Paracuellos de la Ribera;Zaragoza
Parada de Arriba;Salamanca
Parada de Rubiales;Salamanca
Parada de Sil;Ourense
Paradas;Sevilla
Paradela;Lugo
Paradinas de San Juan;Salamanca
Páramo de Boedo;Palencia
Páramo del Sil;León
Páramo, O;Lugo
Parauta;Málaga
Parcent;Alicante
Pardilla;Burgos
Pardines;Girona
Pardos;Guadalajara
Paredes;Cuenca
Paredes de Escalona;Toledo
Paredes de Nava;Palencia
Paredes de Sigüenza;Guadalajara
Pareja;Guadalajara
Parets del Vallès;Barcelona
Parla;Madrid
Parlavà;Girona
Parra de las Vegas, La;Cuenca
Parra, La;Badajoz
Parral, El;Ávila
Parras de Castellote, Las;Teruel
Parres;Asturias
Parrilla, La;Valladolid
Parrillas;Toledo
Partaloa;Almería
Partido de la Sierra en Tobalina;Burgos
Pasaia;Gipuzkoa
Pasarón de la Vera;Cáceres
Pascualcobo;Ávila
Paso, El;Sta. Cruz de Tenerife
Passanant i Belltall;Tarragona
Pastores;Salamanca
Pastoriza, A;Lugo
Pastrana;Guadalajara
Pastriz;Zaragoza
Paterna;Valencia
Paterna de Rivera;Cádiz
Paterna del Campo;Huelva
Paterna del Madera;Albacete
Paterna del Río;Almería
Patones;Madrid
Pau;Girona
Paüls;Tarragona
Pavías;Castellón
Paymogo;Huelva
Payo de Ojeda;Palencia
Payo, El;Salamanca
Pazos de Borbén;Pontevedra
Pazuengos;La Rioja
Peal de Becerro;Jaén
Pechina;Almería
Pedernoso, El;Cuenca
Pedrafita do Cebreiro;Lugo
Pedraja de Portillo, La;Valladolid
Pedrajas de San Esteban;Valladolid
Pedralba;Valencia
Pedralba de la Pradería;Zamora
Pedraza;Segovia
Pedraza de Alba;Salamanca
Pedraza de Campos;Palencia
Pedregal, El;Guadalajara
Pedreguer;Alicante
Pedrera;Sevilla
Pedret i Marzà;Girona
Pedrezuela;Madrid
Pedro Abad;Córdoba
Pedro Bernardo;Ávila
Pedro Martínez;Granada
Pedro Muñoz;Ciudad Real
Pedroche;Córdoba
Pedrola;Zaragoza
Pedroñeras, Las;Cuenca
Pedro-Rodríguez;Ávila
Pedrosa de Duero;Burgos
Pedrosa de la Vega;Palencia
Pedrosa de Río Úrbel;Burgos
Pedrosa del Páramo;Burgos
Pedrosa del Príncipe;Burgos
Pedrosa del Rey;Valladolid
Pedrosas, Las;Zaragoza
Pedrosillo de Alba;Salamanca
Pedrosillo de los Aires;Salamanca
Pedrosillo el Ralo;Salamanca
Pedroso;La Rioja
Pedroso de Acim;Cáceres
Pedroso de la Armuña, El;Salamanca
Pedroso, El;Sevilla
Pegalajar;Jaén
Pego;Alicante
Pego, El;Zamora
Peguerinos;Ávila
Pelabravo;Salamanca
Pelahustán;Toledo
Pelarrodríguez;Salamanca
Pelayos;Salamanca
Pelayos de la Presa;Madrid
Pelayos del Arroyo;Segovia
Peleagonzalo;Zamora
Peleas de Abajo;Zamora
Peligros;Granada
Penagos;Cantabria
Penàguila;Alicante
Penelles;Lleida
Peníscola/Peñíscola;Castellón
Peña, La;Salamanca
Peñacaballera;Salamanca
Peñacerrada-Urizaharra;Álava
Peñafiel;Valladolid
Peñaflor;Sevilla
Peñaflor de Hornija;Valladolid
Peñalba;Huesca
Peñalba de Ávila;Ávila
Peñalén;Guadalajara
Peñalsordo;Badajoz
Peñalver;Guadalajara
Peñamellera Alta;Asturias
Peñamellera Baja;Asturias
Peñaparda;Salamanca
Peñaranda de Bracamonte;Salamanca
Peñaranda de Duero;Burgos
Peñarandilla;Salamanca
Peñarroya de Tastavins;Teruel
Peñarroya-Pueblonuevo;Córdoba
Peñarrubia;Cantabria
Peñas de Riglos, Las;Huesca
Peñas de San Pedro;Albacete
Peñascosa;Albacete
Peñausende;Zamora
Pepino;Toledo
Peque;Zamora
Pera, La;Girona
Peracense;Teruel
Perafita;Barcelona
Perafort;Tarragona
Peral de Arlanza;Burgos
Peral, El;Cuenca
Peralada;Girona
Peraleda de la Mata;Cáceres
Peraleda de San Román;Cáceres
Peraleda del Zaucejo;Badajoz
Peraleja, La;Cuenca
Peralejos;Teruel
Peralejos de Abajo;Salamanca
Peralejos de Arriba;Salamanca
Peralejos de las Truchas;Guadalajara
Perales;Palencia
Perales de Tajuña;Madrid
Perales del Alfambra;Teruel
Perales del Puerto;Cáceres
Peralta de Alcofea;Huesca
Peralta de Calasanz;Huesca
Peralta/Azkoien;Navarra
Peraltilla;Huesca
Peralveche;Guadalajara
Peramola;Lleida
Peranzanes;León
Perarrúa;Huesca
Perdigón, El;Zamora
Perdiguera;Zaragoza
Pereiro de Aguiar, O;Ourense
Perelló, El;Tarragona
Pereña de la Ribera;Salamanca
Pereruela;Zamora
Periana;Málaga
Perilla de Castro;Zamora
Pernía, La;Palencia
Peromingo;Salamanca
Perosillo;Segovia
Peroxa, A;Ourense
Pertusa;Huesca
Pesaguero;Cantabria
Pescueza;Cáceres
Pesga, La;Cáceres
Pesoz;Asturias
Pesquera;Cantabria
Pesquera de Duero;Valladolid
Pesquera, La;Cuenca
Petilla de Aragón;Navarra
Petín;Ourense
Petra;Islas Baleares
Petrer;Alicante
Petrés;Valencia
Pétrola;Albacete
Peza, La;Granada
Pezuela de las Torres;Madrid
Pías;Zamora
Picanya;Valencia
Picassent;Valencia
Picazo, El;Cuenca
Picón;Ciudad Real
Piedrabuena;Ciudad Real
Piedrahíta;Ávila
Piedrahita de Castro;Zamora
Piedralaves;Ávila
Piedramillera;Navarra
Piedras Albas;Cáceres
Piedratajada;Zaragoza
Piélagos;Cantabria
Piera;Barcelona
Piérnigas;Burgos
Pilar de la Horadada;Alicante
Pilas;Sevilla
Piles;Valencia
Piles, Les;Tarragona
Piloña;Asturias
Pina de Ebro;Zaragoza
Pina de Montalgrao;Castellón
Pinar de El Hierro, El;Sta. Cruz de Tenerife
Pinar, El;Granada
Pinarejo;Cuenca
Pinarejos;Segovia
Pinarnegrillo;Segovia
Pineda de Gigüela;Cuenca
Pineda de la Sierra;Burgos
Pineda de Mar;Barcelona
Pineda Trasmonte;Burgos
Pinedas;Salamanca
Pinell de Brai, El;Tarragona
Pinell de Solsonès;Lleida
Pinet;Valencia
Pinilla de Jadraque;Guadalajara
Pinilla de los Barruecos;Burgos
Pinilla de los Moros;Burgos
Pinilla de Molina;Guadalajara
Pinilla de Toro;Zamora
Pinilla del Campo;Soria
Pinilla del Valle;Madrid
Pinilla Trasmonte;Burgos
Pinillos;La Rioja
Pino de Tormes, El;Salamanca
Pino del Oro;Zamora
Pino del Río;Palencia
Pino, O;A Coruña
Pinofranqueado;Cáceres
Pinós;Lleida
Pinos Genil;Granada
Pinos Puente;Granada
Pinós, el/Pinoso;Alicante
Pinseque;Zaragoza
Pintanos, Los;Zaragoza
Pinto;Madrid
Piña de Campos;Palencia
Piña de Esgueva;Valladolid
Píñar;Granada
Piñel de Abajo;Valladolid
Piñel de Arriba;Valladolid
Piñero, El;Zamora
Piñor;Ourense
Piñuécar-Gandullas;Madrid
Piornal;Cáceres
Pioz;Guadalajara
Piqueras;Guadalajara
Piqueras del Castillo;Cuenca
Pira;Tarragona
Piracés;Huesca
Pitarque;Teruel
Pitiegua;Salamanca
Pitillas;Navarra
Pizarra;Málaga
Pizarral;Salamanca
Pla de Santa Maria, El;Tarragona
Pla del Penedès, El;Barcelona
Plan;Huesca
Planes;Alicante
Planes d'Hostoles, Les;Girona
Planoles;Girona
Plans de Sió, Els;Lleida
Plasencia;Cáceres
Plasencia de Jalón;Zaragoza
Plasenzuela;Cáceres
Pleitas;Zaragoza
Plenas;Zaragoza
Plentzia;Vizcaya
Pliego;Murcia
Plou;Teruel
Poal, El;Lleida
Pobla de Benifassà, la;Castellón
Pobla de Cérvoles, La;Lleida
Pobla de Claramunt, La;Barcelona
Pobla de Farnals, la;Valencia
Pobla de Lillet, La;Barcelona
Pobla de Mafumet, La;Tarragona
Pobla de Massaluca, La;Tarragona
Pobla de Montornès, La;Tarragona
Pobla de Segur, La;Lleida
Pobla de Vallbona, la;Valencia
Pobla del Duc, la;Valencia
Pobla Llarga, la;Valencia
Pobla Tornesa, la;Castellón
Pobla, Sa;Islas Baleares
Población de Arroyo;Palencia
Población de Campos;Palencia
Población de Cerrato;Palencia
Pobladura de Pelayo García;León
Pobladura de Valderaduey;Zamora
Pobladura del Valle;Zamora
Poblete;Ciudad Real
Poblets, els;Alicante
Pobo de Dueñas, El;Guadalajara
Pobo, El;Teruel
Poboleda;Tarragona
Pobra de Trives, A;Ourense
Pobra do Brollón, A;Lugo
Pobra do Caramiñal, A;A Coruña
Poio;Pontevedra
Pol;Lugo
Pola de Gordón, La;León
Polaciones;Cantabria
Polán;Toledo
Polanco;Cantabria
Polentinos;Palencia
Poleñino;Huesca
Polícar;Granada
Polinyà;Barcelona
Polinyà de Xúquer;Valencia
Pollença;Islas Baleares
Pollos;Valladolid
Polop;Alicante
Polopos;Granada
Pomar de Valdivia;Palencia
Pomer;Zaragoza
Ponferrada;León
Ponga;Asturias
Pont d'Armentera, El;Tarragona
Pont de Bar, El;Lleida
Pont de Molins;Girona
Pont de Suert, El;Lleida
Pont de Vilomara i Rocafort, El;Barcelona
Ponte Caldelas;Pontevedra
Ponteareas;Pontevedra
Ponteceso;A Coruña
Pontecesures;Pontevedra
Pontedeume;A Coruña
Pontedeva;Ourense
Pontenova, A;Lugo
Pontes de García Rodríguez, As;A Coruña
