name,state
Tudanca,Cantabria
Udías,Cantabria
Val de San Vicente,Cantabria
Valdáliga,Cantabria
Valdeolea,Cantabria
Valdeprado del Río,Cantabria
Valderredible,Cantabria
Valle de Villaverde,Cantabria
Vega de Liébana,Cantabria
Vega de Pas,Cantabria
Villacarriedo,Cantabria
Villaescusa,Cantabria
Villafufre,Cantabria
Voto,Cantabria
Aín,Castellón
Albocàsser,Castellón
Alcalà de Xivert,Castellón
"Alcora, l'",Castellón
Alcudia de Veo,Castellón
Alfondeguilla,Castellón
Algimia de Almonacid,Castellón
Almazora/Almassora,Castellón
Almedíjar,Castellón
Almenara,Castellón
Alquerías del Niño Perdido,Castellón
Altura,Castellón
Arañuel,Castellón
Ares del Maestrat,Castellón
Argelita,Castellón
Artana,Castellón
Atzeneta del Maestrat,Castellón
Ayódar,Castellón
Azuébar,Castellón
Barracas,Castellón
Bejís,Castellón
Benafer,Castellón
Benafigos,Castellón
Benasal,Castellón
Benicarló,Castellón
Benicasim/Benicàssim,Castellón
Benlloch,Castellón
Betxí,Castellón
Borriana/Burriana,Castellón
Borriol,Castellón
Cabanes,Castellón
Càlig,Castellón
Canet lo Roig,Castellón
Castell de Cabres,Castellón
Castellfort,Castellón
Castellnovo,Castellón
Castellón de la Plana/Castelló de la Plana,Castellón
Castillo de Villamalefa,Castellón
Catí,Castellón
Caudiel,Castellón
Cervera del Maestre,Castellón
Chert/Xert,Castellón
Chilches/Xilxes,Castellón
Chodos/Xodos,Castellón
Chóvar,Castellón
Cinctorres,Castellón
Cirat,Castellón
Cortes de Arenoso,Castellón
Costur,Castellón
"Coves de Vinromà, les",Castellón
Culla,Castellón
Eslida,Castellón
Espadilla,Castellón
Fanzara,Castellón
Figueroles,Castellón
Forcall,Castellón
Fuente la Reina,Castellón
Fuentes de Ayódar,Castellón
Gaibiel,Castellón
Geldo,Castellón
Herbés,Castellón
Higueras,Castellón
"Jana, la",Castellón
Jérica,Castellón
"Llosa, la",Castellón
Lucena del Cid,Castellón
Ludiente,Castellón
"Mata de Morella, la",Castellón
Matet,Castellón
Moncofa,Castellón
Montán,Castellón
Montanejos,Castellón
Morella,Castellón
Navajas,Castellón
Nules,Castellón
Olocau del Rey,Castellón
Onda,Castellón
Oropesa del Mar/Orpesa,Castellón
Palanques,Castellón
Pavías,Castellón
Peníscola/Peñíscola,Castellón
Pina de Montalgrao,Castellón
"Pobla de Benifassà, la",Castellón
"Pobla Tornesa, la",Castellón
Portell de Morella,Castellón
Puebla de Arenoso,Castellón
Ribesalbes,Castellón
Rossell,Castellón
Sacañet,Castellón
"Salzadella, la",Castellón
San Rafael del Río,Castellón
Sant Joan de Moró,Castellón
Sant Jordi/San Jorge,Castellón
Sant Mateu,Castellón
Santa Magdalena de Pulpis,Castellón
Sarratella,Castellón
Segorbe,Castellón
Sierra Engarcerán,Castellón
Soneja,Castellón
Sot de Ferrer,Castellón
Sueras/Suera,Castellón
Tales,Castellón
Teresa,Castellón
Tírig,Castellón
Todolella,Castellón
Toga,Castellón
Torás,Castellón
"Toro, El",Castellón
Torralba del Pinar,Castellón
"Torre d'En Besora, la",Castellón
"Torre d'en Doménec, la",Castellón
Torreblanca,Castellón
Torrechiva,Castellón
Traiguera,Castellón
"Useras/Useres, les",Castellón
Vall d'Alba,Castellón
Vall de Almonacid,Castellón
"Vall d'Uixó, la",Castellón
Vallat,Castellón
Vallibona,Castellón
Vilafamés,Castellón
Vilanova d'Alcolea,Castellón
Vilar de Canes,Castellón
Vila-real,Castellón
"Vilavella, la",Castellón
Villafranca del Cid/Vilafranca,Castellón
Villahermosa del Río,Castellón
Villamalur,Castellón
Villanueva de Viver,Castellón
Villores,Castellón
Vinaròs,Castellón
Vistabella del Maestrazgo,Castellón
Viver,Castellón
Zorita del Maestrazgo,Castellón
Zucaina,Castellón
Ceuta,Ceuta
Abenójar,Ciudad Real
Agudo,Ciudad Real
Alamillo,Ciudad Real
Albaladejo,Ciudad Real
Alcázar de San Juan,Ciudad Real
Alcoba,Ciudad Real
Alcolea de Calatrava,Ciudad Real
Alcubillas,Ciudad Real
Aldea del Rey,Ciudad Real
Alhambra,Ciudad Real
Almadén,Ciudad Real
Almadenejos,Ciudad Real
Almagro,Ciudad Real
Almedina,Ciudad Real
Almodóvar del Campo,Ciudad Real
Almuradiel,Ciudad Real
Anchuras,Ciudad Real
Arenales de San Gregorio,Ciudad Real
Arenas de San Juan,Ciudad Real
Argamasilla de Alba,Ciudad Real
Argamasilla de Calatrava,Ciudad Real
Arroba de los Montes,Ciudad Real
Ballesteros de Calatrava,Ciudad Real
Bolaños de Calatrava,Ciudad Real
Brazatortas,Ciudad Real
Cabezarados,Ciudad Real
Cabezarrubias del Puerto,Ciudad Real
Calzada de Calatrava,Ciudad Real
Campo de Criptana,Ciudad Real
Cañada de Calatrava,Ciudad Real
Caracuel de Calatrava,Ciudad Real
Carrión de Calatrava,Ciudad Real
Carrizosa,Ciudad Real
Castellar de Santiago,Ciudad Real
Chillón,Ciudad Real
Ciudad Real,Ciudad Real
Corral de Calatrava,Ciudad Real
"Cortijos, Los",Ciudad Real
Cózar,Ciudad Real
Daimiel,Ciudad Real
Fernán Caballero,Ciudad Real
Fontanarejo,Ciudad Real
Fuencaliente,Ciudad Real
Fuenllana,Ciudad Real
Fuente el Fresno,Ciudad Real
Granátula de Calatrava,Ciudad Real
Guadalmez,Ciudad Real
Herencia,Ciudad Real
Hinojosas de Calatrava,Ciudad Real
Horcajo de los Montes,Ciudad Real
"Labores, Las",Ciudad Real
Llanos del Caudillo,Ciudad Real
Luciana,Ciudad Real
Malagón,Ciudad Real
Manzanares,Ciudad Real
Membrilla,Ciudad Real
Mestanza,Ciudad Real
Miguelturra,Ciudad Real
Montiel,Ciudad Real
Moral de Calatrava,Ciudad Real
Navalpino,Ciudad Real
Navas de Estena,Ciudad Real
Pedro Muñoz,Ciudad Real
Picón,Ciudad Real
Piedrabuena,Ciudad Real
Poblete,Ciudad Real
Porzuna,Ciudad Real
Pozuelo de Calatrava,Ciudad Real
"Pozuelos de Calatrava, Los",Ciudad Real
Puebla de Don Rodrigo,Ciudad Real
Puebla del Príncipe,Ciudad Real
Puerto Lápice,Ciudad Real
Puertollano,Ciudad Real
Retuerta del Bullaque,Ciudad Real
"Robledo, El",Ciudad Real
Ruidera,Ciudad Real
Saceruela,Ciudad Real
San Carlos del Valle,Ciudad Real
San Lorenzo de Calatrava,Ciudad Real
Santa Cruz de los Cáñamos,Ciudad Real
Santa Cruz de Mudela,Ciudad Real
Socuéllamos,Ciudad Real
Solana del Pino,Ciudad Real
"Solana, La",Ciudad Real
Terrinches,Ciudad Real
Tomelloso,Ciudad Real
Torralba de Calatrava,Ciudad Real
Torre de Juan Abad,Ciudad Real
Torrenueva,Ciudad Real
Valdemanco del Esteras,Ciudad Real
Valdepeñas,Ciudad Real
Valenzuela de Calatrava,Ciudad Real
Villahermosa,Ciudad Real
Villamanrique,Ciudad Real
Villamayor de Calatrava,Ciudad Real
Villanueva de la Fuente,Ciudad Real
Villanueva de los Infantes,Ciudad Real
Villanueva de San Carlos,Ciudad Real
Villar del Pozo,Ciudad Real
Villarrubia de los Ojos,Ciudad Real
Villarta de San Juan,Ciudad Real
Viso del Marqués,Ciudad Real
Adamuz,Córdoba
Aguilar de la Frontera,Córdoba
Alcaracejos,Córdoba
Almedinilla,Córdoba
Almodóvar del Río,Córdoba
Añora,Córdoba
Baena,Córdoba
Belalcázar,Córdoba
Belmez,Córdoba
Benamejí,Córdoba
"Blázquez, Los",Córdoba
Bujalance,Córdoba
Cabra,Córdoba
Cañete de las Torres,Córdoba
Carcabuey,Córdoba
Cardeña,Córdoba
"Carlota, La",Córdoba
"Carpio, El",Córdoba
Castro del Río,Córdoba
Conquista,Córdoba
Córdoba,Córdoba
Doña Mencía,Córdoba
Dos Torres,Córdoba
Encinas Reales,Córdoba
Espejo,Córdoba
Espiel,Córdoba
Fernán-Núñez,Córdoba
Fuente la Lancha,Córdoba
Fuente Obejuna,Córdoba
Fuente Palmera,Córdoba
Fuente-Tójar,Córdoba
"Granjuela, La",Córdoba
Guadalcázar,Córdoba
"Guijo, El",Córdoba
Hinojosa del Duque,Córdoba
Hornachuelos,Córdoba
Iznájar,Córdoba
Lucena,Córdoba
Luque,Córdoba
Montalbán de Córdoba,Córdoba
Montemayor,Córdoba
Montilla,Córdoba
Montoro,Córdoba
Monturque,Córdoba
Moriles,Córdoba
Nueva Carteya,Córdoba
Obejo,Córdoba
Palenciana,Córdoba
Palma del Río,Córdoba
Pedro Abad,Córdoba
Pedroche,Córdoba
Peñarroya-Pueblonuevo,Córdoba
Posadas,Córdoba
Pozoblanco,Córdoba
Priego de Córdoba,Córdoba
Puente Genil,Córdoba
"Rambla, La",Córdoba
Rute,Córdoba
San Sebastián de los Ballesteros,Córdoba
Santa Eufemia,Córdoba
Santaella,Córdoba
Torrecampo,Córdoba
Valenzuela,Córdoba
Valsequillo,Córdoba
"Victoria, La",Córdoba
Villa del Río,Córdoba
Villafranca de Córdoba,Córdoba
Villaharta,Córdoba
Villanueva de Córdoba,Córdoba
Villanueva del Duque,Córdoba
Villanueva del Rey,Córdoba
Villaralto,Córdoba
Villaviciosa de Córdoba,Córdoba
"Viso, El",Córdoba
Zuheros,Córdoba
Abia de la Obispalía,Cuenca
"Acebrón, El",Cuenca
Alarcón,Cuenca
Albaladejo del Cuende,Cuenca
Albalate de las Nogueras,Cuenca
Albendea,Cuenca
"Alberca de Záncara, La",Cuenca
Alcalá de la Vega,Cuenca
Alcantud,Cuenca
Alcázar del Rey,Cuenca
Alcohujate,Cuenca
Alconchel de la Estrella,Cuenca
Algarra,Cuenca
Aliaguilla,Cuenca
"Almarcha, La",Cuenca
Almendros,Cuenca
Almodóvar del Pinar,Cuenca
Almonacid del Marquesado,Cuenca
Altarejos,Cuenca
Arandilla del Arroyo,Cuenca
Arcas del Villar,Cuenca
Arcos de la Sierra,Cuenca
Arguisuelas,Cuenca
Arrancacepas,Cuenca
Atalaya del Cañavate,Cuenca
Barajas de Melo,Cuenca
Barchín del Hoyo,Cuenca
Bascuñana de San Pedro,Cuenca
Beamud,Cuenca
Belinchón,Cuenca
Belmonte,Cuenca
Belmontejo,Cuenca
Beteta,Cuenca
Boniches,Cuenca
Buciegas,Cuenca
Buenache de Alarcón,Cuenca
Buenache de la Sierra,Cuenca
Buendía,Cuenca
Campillo de Altobuey,Cuenca
Campillos-Paravientos,Cuenca
Campillos-Sierra,Cuenca
Campos del Paraíso,Cuenca
Canalejas del Arroyo,Cuenca
Cañada del Hoyo,Cuenca
Cañada Juncosa,Cuenca
Cañamares,Cuenca
"Cañavate, El",Cuenca
Cañaveras,Cuenca
Cañaveruelas,Cuenca
Cañete,Cuenca
Cañizares,Cuenca
Carboneras de Guadazaón,Cuenca
Cardenete,Cuenca
Carrascosa,Cuenca
Carrascosa de Haro,Cuenca
Casas de Benítez,Cuenca
Casas de Fernando Alonso,Cuenca
Casas de Garcimolina,Cuenca
Casas de Guijarro,Cuenca
Casas de Haro,Cuenca
Casas de los Pinos,Cuenca
Casasimarro,Cuenca
Castejón,Cuenca
Castillejo de Iniesta,Cuenca
Castillejo-Sierra,Cuenca
Castillo de Garcimuñoz,Cuenca
Castillo-Albaráñez,Cuenca
Cervera del Llano,Cuenca
Chillarón de Cuenca,Cuenca
Chumillas,Cuenca
"Cierva, La",Cuenca
Cuenca,Cuenca
Cueva del Hierro,Cuenca
Enguídanos,Cuenca
Fresneda de Altarejos,Cuenca
Fresneda de la Sierra,Cuenca
"Frontera, La",Cuenca
Fuente de Pedro Naharro,Cuenca
Fuentelespino de Haro,Cuenca
Fuentelespino de Moya,Cuenca
Fuentenava de Jábaga,Cuenca
Fuentes,Cuenca
Fuertescusa,Cuenca
Gabaldón,Cuenca
Garaballa,Cuenca
Gascueña,Cuenca
Graja de Campalbo,Cuenca
Graja de Iniesta,Cuenca
Henarejos,Cuenca
"Herrumblar, El",Cuenca
"Hinojosa, La",Cuenca
"Hinojosos, Los",Cuenca
"Hito, El",Cuenca
Honrubia,Cuenca
Hontanaya,Cuenca
Hontecillas,Cuenca
Horcajo de Santiago,Cuenca
Huélamo,Cuenca
Huelves,Cuenca
Huérguina,Cuenca
Huerta de la Obispalía,Cuenca
Huerta del Marquesado,Cuenca
Huete,Cuenca
Iniesta,Cuenca
Laguna del Marquesado,Cuenca
Lagunaseca,Cuenca
Landete,Cuenca
Ledaña,Cuenca
Leganiel,Cuenca
"Majadas, Las",Cuenca
Mariana,Cuenca
Masegosa,Cuenca
"Mesas, Las",Cuenca
Minglanilla,Cuenca
Mira,Cuenca
Monreal del Llano,Cuenca
Montalbanejo,Cuenca
Montalbo,Cuenca
Monteagudo de las Salinas,Cuenca
Mota de Altarejos,Cuenca
Mota del Cuervo,Cuenca
Motilla del Palancar,Cuenca
Moya,Cuenca
Narboneta,Cuenca
Olivares de Júcar,Cuenca
Olmeda de la Cuesta,Cuenca
Olmeda del Rey,Cuenca
Olmedilla de Alarcón,Cuenca
Olmedilla de Eliz,Cuenca
Osa de la Vega,Cuenca
Pajarón,Cuenca
Pajaroncillo,Cuenca
Palomares del Campo,Cuenca
Palomera,Cuenca
Paracuellos,Cuenca
Paredes,Cuenca
"Parra de las Vegas, La",Cuenca
"Pedernoso, El",Cuenca
"Pedroñeras, Las",Cuenca
"Peral, El",Cuenca
"Peraleja, La",Cuenca
"Pesquera, La",Cuenca
"Picazo, El",Cuenca
Pinarejo,Cuenca
Pineda de Gigüela,Cuenca
Piqueras del Castillo,Cuenca
Portalrubio de Guadamejud,Cuenca
Portilla,Cuenca
Poyatos,Cuenca
Pozoamargo,Cuenca
Pozorrubielos de la Mancha,Cuenca
Pozorrubio,Cuenca
"Pozuelo, El",Cuenca
Priego,Cuenca
"Provencio, El",Cuenca
Puebla de Almenara,Cuenca
Puebla del Salvador,Cuenca
Quintanar del Rey,Cuenca
Rada de Haro,Cuenca
Reíllo,Cuenca
Rozalén del Monte,Cuenca
Saceda-Trasierra,Cuenca
Saelices,Cuenca
Salinas del Manzano,Cuenca
Salmeroncillos,Cuenca
Salvacañete,Cuenca
San Clemente,Cuenca
San Lorenzo de la Parrilla,Cuenca
San Martín de Boniches,Cuenca
San Pedro Palmiches,Cuenca
Santa Cruz de Moya,Cuenca
Santa María de los Llanos,Cuenca
Santa María del Campo Rus,Cuenca
Santa María del Val,Cuenca
Sisante,Cuenca
Solera de Gabaldón,Cuenca
Sotorribas,Cuenca
Talayuelas,Cuenca
Tarancón,Cuenca
Tébar,Cuenca
Tejadillos,Cuenca
Tinajas,Cuenca
Torralba,Cuenca
Torrejoncillo del Rey,Cuenca
Torrubia del Campo,Cuenca
Torrubia del Castillo,Cuenca
Tragacete,Cuenca
Tresjuncos,Cuenca
Tribaldos,Cuenca
Uclés,Cuenca
Uña,Cuenca
"Valdecolmenas, Los",Cuenca
Valdemeca,Cuenca
Valdemorillo de la Sierra,Cuenca
Valdemoro-Sierra,Cuenca
Valdeolivas,Cuenca
Valdetórtola,Cuenca
"Valeras, Las",Cuenca
Valhermoso de la Fuente,Cuenca
"Valle de Altomira, El",Cuenca
Valsalobre,Cuenca
Valverde de Júcar,Cuenca
Valverdejo,Cuenca
Vara de Rey,Cuenca
Vega del Codorno,Cuenca
Vellisca,Cuenca
Villaconejos de Trabaque,Cuenca
Villaescusa de Haro,Cuenca
Villagarcía del Llano,Cuenca
Villalba de la Sierra,Cuenca
Villalba del Rey,Cuenca
Villalgordo del Marquesado,Cuenca
Villalpardo,Cuenca
Villamayor de Santiago,Cuenca
Villanueva de Guadamejud,Cuenca
Villanueva de la Jara,Cuenca
Villar de Cañas,Cuenca
Villar de Domingo García,Cuenca
Villar de la Encina,Cuenca
Villar de Olalla,Cuenca
Villar del Humo,Cuenca
Villar del Infantado,Cuenca
Villar y Velasco,Cuenca
Villarejo de Fuentes,Cuenca
Villarejo de la Peñuela,Cuenca
Villarejo-Periesteban,Cuenca
Villares del Saz,Cuenca
Villarrubio,Cuenca
Villarta,Cuenca
Villas de la Ventosa,Cuenca
Villaverde y Pasaconsol,Cuenca
Víllora,Cuenca
Vindel,Cuenca
Yémeda,Cuenca
Zafra de Záncara,Cuenca
Zafrilla,Cuenca
Zarza de Tajo,Cuenca
Zarzuela,Cuenca
Abaltzisketa,Gipuzkoa
Aduna,Gipuzkoa
Aia,Gipuzkoa
Aizarnazabal,Gipuzkoa
Albiztur,Gipuzkoa
Alegia,Gipuzkoa
Alkiza,Gipuzkoa
Altzaga,Gipuzkoa
Altzo,Gipuzkoa
Amezketa,Gipuzkoa
Andoain,Gipuzkoa
Anoeta,Gipuzkoa
Antzuola,Gipuzkoa
Arama,Gipuzkoa
Aretxabaleta,Gipuzkoa
Arrasate/Mondragón,Gipuzkoa
Asteasu,Gipuzkoa
Astigarraga,Gipuzkoa
Ataun,Gipuzkoa
Azkoitia,Gipuzkoa
Azpeitia,Gipuzkoa
Baliarrain,Gipuzkoa
Beasain,Gipuzkoa
Beizama,Gipuzkoa
Belauntza,Gipuzkoa
Berastegi,Gipuzkoa
Bergara,Gipuzkoa
Berrobi,Gipuzkoa
Bidegoian,Gipuzkoa
Deba,Gipuzkoa
Donostia-San Sebastián,Gipuzkoa
Eibar,Gipuzkoa
Elduain,Gipuzkoa
Elgeta,Gipuzkoa
Elgoibar,Gipuzkoa
Errenteria,Gipuzkoa
Errezil,Gipuzkoa
Eskoriatza,Gipuzkoa
Ezkio-Itsaso,Gipuzkoa
Gabiria,Gipuzkoa
Gaintza,Gipuzkoa
Gaztelu,Gipuzkoa
Getaria,Gipuzkoa
Hernani,Gipuzkoa
Hernialde,Gipuzkoa
Hondarribia,Gipuzkoa
Ibarra,Gipuzkoa
Idiazabal,Gipuzkoa
Ikaztegieta,Gipuzkoa
Irun,Gipuzkoa
Irura,Gipuzkoa
Itsasondo,Gipuzkoa
Larraul,Gipuzkoa
Lasarte-Oria,Gipuzkoa
Lazkao,Gipuzkoa
Leaburu,Gipuzkoa
Legazpi,Gipuzkoa
Legorreta,Gipuzkoa
Leintz-Gatzaga,Gipuzkoa
Lezo,Gipuzkoa
Lizartza,Gipuzkoa
Mendaro,Gipuzkoa
Mutiloa,Gipuzkoa
Mutriku,Gipuzkoa
Oiartzun,Gipuzkoa
Olaberria,Gipuzkoa
Oñati,Gipuzkoa
Ordizia,Gipuzkoa
Orendain,Gipuzkoa
Orexa,Gipuzkoa
Orio,Gipuzkoa
Ormaiztegi,Gipuzkoa
Pasaia,Gipuzkoa
Segura,Gipuzkoa
Soraluze/Placencia de las Armas,Gipuzkoa
Tolosa,Gipuzkoa
Urnieta,Gipuzkoa
Urretxu,Gipuzkoa
Usurbil,Gipuzkoa
Villabona,Gipuzkoa
Zaldibia,Gipuzkoa
Zarautz,Gipuzkoa
Zegama,Gipuzkoa
Zerain,Gipuzkoa
Zestoa,Gipuzkoa
Zizurkil,Gipuzkoa
Zumaia,Gipuzkoa
Zumarraga,Gipuzkoa
Agullana,Girona
Aiguaviva,Girona
Albanyà,Girona
Albons,Girona
Alp,Girona
Amer,Girona
Anglès,Girona
Arbúcies,Girona
Argelaguer,Girona
"Armentera, L'",Girona
Avinyonet de Puigventós,Girona
Banyoles,Girona
Bàscara,Girona
Begur,Girona
Bellcaire d'Empordà,Girona
Besalú,Girona
Bescanó,Girona
Beuda,Girona
"Bisbal d'Empordà, La",Girona
Biure,Girona
Blanes,Girona
Boadella i les Escaules,Girona
Bolvir,Girona
Bordils,Girona
Borrassà,Girona
Breda,Girona
Brunyola,Girona
Cabanelles,Girona
Cabanes,Girona
Cadaqués,Girona
Caldes de Malavella,Girona
Calonge,Girona
Camós,Girona
Campdevànol,Girona
Campelles,Girona
Campllong,Girona
Camprodon,Girona
Canet d'Adri,Girona
Cantallops,Girona
Capmany,Girona
Cassà de la Selva,Girona
Castellfollit de la Roca,Girona
Castelló d'Empúries,Girona
Castell-Platja d'Aro,Girona
"Cellera de Ter, La",Girona
Celrà,Girona
Cervià de Ter,Girona
Cistella,Girona
Colera,Girona
Colomers,Girona
Corçà,Girona
Cornellà del Terri,Girona
Crespià,Girona
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona
Darnius,Girona
Das,Girona
"Escala, L'",Girona
Espinelves,Girona
Espolla,Girona
Esponellà,Girona
"Far d'Empordà, El",Girona
Figueres,Girona
Flaçà,Girona
Foixà,Girona
Fontanals de Cerdanya,Girona
Fontanilles,Girona
Fontcoberta,Girona
Forallac,Girona
Fornells de la Selva,Girona
Fortià,Girona
Garrigàs,Girona
Garrigoles,Girona
Garriguella,Girona
Ger,Girona
Girona,Girona
Gombrèn,Girona
Gualta,Girona
Guils de Cerdanya,Girona
Hostalric,Girona
Isòvol,Girona
Jafre,Girona
"Jonquera, La",Girona
Juià,Girona
Lladó,Girona
Llagostera,Girona
Llambilles,Girona
Llanars,Girona
Llançà,Girona
Llers,Girona
Llívia,Girona
Lloret de Mar,Girona
"Llosses, Les",Girona
Maçanet de Cabrenys,Girona
Maçanet de la Selva,Girona
Madremanya,Girona
Maià de Montcal,Girona
Masarac,Girona
Massanes,Girona
Meranges,Girona
Mieres,Girona
Mollet de Peralada,Girona
Molló,Girona
Montagut i Oix,Girona
Mont-ras,Girona
Navata,Girona
Ogassa,Girona
Olot,Girona
Ordis,Girona
Osor,Girona
Palafrugell,Girona
Palamós,Girona
Palau de Santa Eulàlia,Girona
Palau-sator,Girona
Palau-saverdera,Girona
Palol de Revardit,Girona
Pals,Girona
Pardines,Girona
Parlavà,Girona
Pau,Girona
Pedret i Marzà,Girona
"Pera, La",Girona
Peralada,Girona
"Planes d'Hostoles, Les",Girona
Planoles,Girona
Pont de Molins,Girona
Pontós,Girona
Porqueres,Girona
"Port de la Selva, El",Girona
Portbou,Girona
"Preses, Les",Girona
Puigcerdà,Girona
Quart,Girona
Queralbs,Girona
Rabós,Girona
Regencós,Girona
Ribes de Freser,Girona
Riells i Viabrea,Girona
Ripoll,Girona
Riudarenes,Girona
Riudaura,Girona
Riudellots de la Selva,Girona
Riumors,Girona
Roses,Girona
Rupià,Girona
Sales de Llierca,Girona
Salt,Girona
Sant Andreu Salou,Girona
Sant Aniol de Finestres,Girona
Sant Climent Sescebes,Girona
Sant Feliu de Buixalleu,Girona
Sant Feliu de Guíxols,Girona
Sant Feliu de Pallerols,Girona
Sant Ferriol,Girona
Sant Gregori,Girona
Sant Hilari Sacalm,Girona
Sant Jaume de Llierca,Girona
Sant Joan de les Abadesses,Girona
Sant Joan de Mollet,Girona
Sant Joan les Fonts,Girona
Sant Jordi Desvalls,Girona
Sant Julià de Ramis,Girona
Sant Julià del Llor i Bonmatí,Girona
Sant Llorenç de la Muga,Girona
Sant Martí de Llémena,Girona
Sant Martí Vell,Girona
Sant Miquel de Campmajor,Girona
Sant Miquel de Fluvià,Girona
Sant Mori,Girona
Sant Pau de Segúries,Girona
Sant Pere Pescador,Girona
Santa Coloma de Farners,Girona
Santa Cristina d'Aro,Girona
Santa Llogaia d'Àlguema,Girona
Santa Pau,Girona
Sarrià de Ter,Girona
"Saus, Camallera i Llampaies",Girona
"Selva de Mar, La",Girona
Serinyà,Girona
Serra de Daró,Girona
Setcases,Girona
Sils,Girona
Siurana,Girona
Susqueda,Girona
"Tallada d'Empordà, La",Girona
Terrades,Girona
Torrent,Girona
Torroella de Fluvià,Girona
Torroella de Montgrí,Girona
Tortellà,Girona
Toses,Girona
Tossa de Mar,Girona
Ullà,Girona
Ullastret,Girona
Ultramort,Girona
Urús,Girona
"Vajol, La",Girona
"Vall de Bianya, La",Girona
"Vall d'en Bas, La",Girona
Vallfogona de Ripollès,Girona
Vall-llobrega,Girona
Ventalló,Girona
Verges,Girona
Vidrà,Girona
Vidreres,Girona
Vilabertran,Girona
Vilablareix,Girona
Viladamat,Girona
Viladasens,Girona
Vilademuls,Girona
Viladrau,Girona
Vilafant,Girona
Vilajuïga,Girona
Vilallonga de Ter,Girona
Vilamacolum,Girona
Vilamalla,Girona
Vilamaniscle,Girona
Vilanant,Girona
Vila-sacra,Girona
Vilaür,Girona
Vilobí d'Onyar,Girona
Vilopriu,Girona
Agrón,Granada
Alamedilla,Granada
Albolote,Granada
Albondón,Granada
Albuñán,Granada
Albuñol,Granada
Albuñuelas,Granada
Aldeire,Granada
Alfacar,Granada
Algarinejo,Granada
Alhama de Granada,Granada
Alhendín,Granada
Alicún de Ortega,Granada
Almegíjar,Granada
Almuñécar,Granada
Alpujarra de la Sierra,Granada
Alquife,Granada
Arenas del Rey,Granada
Armilla,Granada
Atarfe,Granada
Baza,Granada
Beas de Granada,Granada
Beas de Guadix,Granada
Benalúa,Granada
Benalúa de las Villas,Granada
Benamaurel,Granada
Bérchules,Granada
Bubión,Granada
Busquístar,Granada
Cacín,Granada
Cádiar,Granada
Cájar,Granada
"Calahorra, La",Granada
Calicasas,Granada
Campotéjar,Granada
Caniles,Granada
Cáñar,Granada
Capileira,Granada
Carataunas,Granada
Cástaras,Granada
Castilléjar,Granada
Castril,Granada
Cenes de la Vega,Granada
Chauchina,Granada
Chimeneas,Granada
Churriana de la Vega,Granada
Cijuela,Granada
Cogollos de Guadix,Granada
Cogollos de la Vega,Granada
Colomera,Granada
Cortes de Baza,Granada
Cortes y Graena,Granada
Cuevas del Campo,Granada
Cúllar,Granada
Cúllar Vega,Granada
Darro,Granada
Dehesas de Guadix,Granada
Deifontes,Granada
Diezma,Granada
Dílar,Granada
Dólar,Granada
Dúdar,Granada
Dúrcal,Granada
Escúzar,Granada
Ferreira,Granada
Fonelas,Granada
Freila,Granada
Fuente Vaqueros,Granada
"Gabias, Las",Granada
Galera,Granada
Gobernador,Granada
Gójar,Granada
Gor,Granada
Gorafe,Granada
Granada,Granada
Guadahortuna,Granada
Guadix,Granada
"Guajares, Los",Granada
Gualchos,Granada
Güejar Sierra,Granada
Güevéjar,Granada
Huélago,Granada
Huéneja,Granada
Huéscar,Granada
Huétor de Santillán,Granada
Huétor Tájar,Granada
Huétor Vega,Granada
Illora,Granada
Itrabo,Granada
Iznalloz,Granada
Jayena,Granada
Jerez del Marquesado,Granada
Jete,Granada
Jun,Granada
Juviles,Granada
Láchar,Granada
Lanjarón,Granada
Lanteira,Granada
Lecrín,Granada
Lentegí,Granada
Lobras,Granada
Loja,Granada
Lugros,Granada
Lújar,Granada
"Malahá, La",Granada
Maracena,Granada
Marchal,Granada
Moclín,Granada
Molvízar,Granada
Monachil,Granada
Montefrío,Granada
Montejícar,Granada
Montillana,Granada
Moraleda de Zafayona,Granada
Morelábor,Granada
Motril,Granada
Murtas,Granada
Nevada,Granada
Nigüelas,Granada
Nívar,Granada
Ogíjares,Granada
Orce,Granada
Órgiva,Granada
Otívar,Granada
Otura,Granada
Padul,Granada
Pampaneira,Granada
Pedro Martínez,Granada
Peligros,Granada
"Peza, La",Granada
"Pinar, El",Granada
Pinos Genil,Granada
Pinos Puente,Granada
Píñar,Granada
Polícar,Granada
Polopos,Granada
Pórtugos,Granada
Puebla de Don Fadrique,Granada
Pulianas,Granada
Purullena,Granada
Quéntar,Granada
Rubite,Granada
Salar,Granada
Salobreña,Granada
Santa Cruz del Comercio,Granada
Santa Fe,Granada
Soportújar,Granada
Sorvilán,Granada
"Taha, La",Granada
Torre-Cardela,Granada
Torvizcón,Granada
Trevélez,Granada
Turón,Granada
Ugíjar,Granada
Valle del Zalabí,Granada
"Valle, El",Granada
Válor,Granada
Vegas del Genil,Granada
Vélez de Benaudalla,Granada
Ventas de Huelma,Granada
Villamena,Granada
Villanueva de las Torres,Granada
Villanueva Mesía,Granada
Víznar,Granada
Zafarraya,Granada
Zagra,Granada
"Zubia, La",Granada
Zújar,Granada
Abánades,Guadalajara
Ablanque,Guadalajara
